Name,Nation,Gender,Event,QualifiedBy,EventId
Elle ST. PIERRE,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Saron BERHE,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Marta PÉREZ,ESP,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Heather MACLEAN,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Emily MACKAY,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Worknesh MESELE,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Revee WALCOTT-NOLAN,GBR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Sintayehu VISSA,ITA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Nadia BATTOCLETTI,ITA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Georgia GRIFFITH,AUS,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Sarah MADELEINE,FRA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Marta ZENONI,ITA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Sarah BILLINGS,AUS,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Dorcus EWOI,KEN,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Abbey CALDWELL,AUS,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Salomé AFONSO,POR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Katie SNOWDEN,GBR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Marta GARCÍA,ESP,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Jemma REEKIE,GBR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Esther GUERRERO,ESP,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Gaia SABBATINI,ITA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Melissa COURTNEY-BRYANT,GBR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Klaudia KAZIMIERSKA,POL,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Nozomi TANAKA,JPN,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Hirut MESHESHA,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Josette ANDREWS,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Likina AMEBAW,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Sophie O'SULLIVAN,IRL,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Águeda MARQUÉS,ESP,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Helen SCHLACHTENHAUFEN,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Netsanet DESTA,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Gabija GALVYDYTĖ,LTU,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Erin WALLACE,GBR,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Gabriela DEBUES-STAFFORD,CAN,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Elise VANDERELST,BEL,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Axumawit EMBAYE,ETH,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Sage HURTA-KLECKER,USA,W,Women's 1500 Metres,Qualified by Entry Standard,10229513
Danielle JONES,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Joceline WIND,SUI,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Simone PLOURDE,CAN,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Lucia STAFFORD,CAN,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Laurie BARTON,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Kate CURRENT,CAN,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Adèle GAY,FRA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Ludovica CAVALLI,ITA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Gracie MORRIS,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Marina MARTÍNEZ,ESP,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Shelby HOULIHAN,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Vera BERTEMES-HOFFMANN,LUX,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Vera SJÖBERG,SWE,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Teresiah Muthoni GATERI,KEN,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Wilma NIELSEN,SWE,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Berenice CLEYET-MERLE,FRA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Şilan AYYILDIZ,TUR,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Rachel MCARTHUR,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Adelle TRACEY,JAM,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Yolanda NGARAMBE,SWE,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Marissa DAMINK,NED,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Nele WEßEL,GER,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Riley CHAMBERLAIN,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Tigist GIRMA,ETH,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Taryn RAWLINGS,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Mia BARNETT,SWE,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Kimberley MAY,NZL,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Bahiya EL ARFAOUI,MAR,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Dilek KOÇAK,TUR,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Margot APPLETON,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
. POOJA,IND,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Sarah CALVERT,GBR,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Eleanor FULTON,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Lore HOFFMANN,SUI,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Anna CAMP BENNETT,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Tomoka KIMURA,JPN,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Lindsey BUTLER,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Knight ACIRU,UGA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Christina ARAGON,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Amina MAATOUG,NED,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Kristiina SASÍNEK MÄKI,CZE,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Jolanda KALLABIS,GER,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Grace BOONE,USA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Ava LLOYD,GBR,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Jaylah HANCOCK-CAMERON,AUS,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Aurore FLEURY,FRA,W,Women's 1500 Metres,Qualified by World Rankings,10229513
Micaela LEVAGGI,ARG,W,Women's 1500 Metres,Qualified as Area Champion,10229513
Faith KIPYEGON,KEN,W,Women's 5000 Metres,Qualified by Wild Card,10229514
Beatrice CHEBET,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Agnes Jebet NGETICH,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Gudaf TSEGAY,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Freweyni HAILU,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Medina EISA,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Nadia BATTOCLETTI,ITA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Birke HAYLOM,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Josette ANDREWS,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Chaltu DIDA,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Aleshign BAWEKE,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Fotyen TESFAY,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Ejgayehu TAYE,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Hirut MESHESHA,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Caroline NYAGA,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Margaret AKIDOR,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Likina AMEBAW,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Sifan HASSAN,NED,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Fantaye BELAYNEH,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Rose DAVIES,AUS,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Nozomi TANAKA,JPN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Asayech AYICHEW,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Margaret Chelimo KIPKEMBOI,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Aynadis MEBRATU,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Georgia GRIFFITH,AUS,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Marta GARCÍA,ESP,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Maureen KOSTER,NED,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Marta ALEMAYO,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Melknat WUDU,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Karissa SCHWEIZER,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Jana VAN LENT,BEL,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Weini KELATI FREZGHI,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Tsigie GEBRESELAMA,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Yenawa NBRET,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Hannah NUTTALL,GBR,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Innes FITZGERALD,GBR,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Janeth CHEPNGETICH,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Joy CHEPTOYEK,UGA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Lauren RYAN,AUS,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Elise VANDERELST,BEL,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Sembo ALMAYEW,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Karoline Bjerkeli GRØVDAL,NOR,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Mekedes ALEMESHETE,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Linden HALL,AUS,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Diane VAN ES,NED,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Caroline KARIBA,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Shelby HOULIHAN,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Hellen Ekalale LOBUN,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Emily MACKAY,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Samiyah HASSAN NOUR,DJI,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Sarah CHELANGAT,UGA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Megan KEITH,GBR,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Caroline Makandi GITONGA,KEN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Gabriela DEBUES-STAFFORD,CAN,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Elise CRANNY,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Melissa COURTNEY-BRYANT,GBR,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Whittni MORGAN,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Sarah MADELEINE,FRA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Bailey HERTENSTEIN,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Hawi ABERA,ETH,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Francine NIYOMUKUNZI,BDI,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Taylor ROE,USA,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Maudie SKYRING,AUS,W,Women's 5000 Metres,Qualified by Entry Standard,10229514
Nathalie BLOMQVIST,FIN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Purity Kajuju GITONGA,KEN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Federica DEL BUONO,ITA,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Lea MEYER,GER,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Maurine Jepkoech CHEBOR,KEN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Klara LUKAN,SLO,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Ella DONAGHU,USA,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Yuma YAMAMOTO,JPN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Regan YEE,CAN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Idaira PRIETO,ESP,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Elena BURKARD,GER,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Joselyn Daniely BREA,VEN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Pamela KOSGEI,KEN,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Allie BUCHALSKI,USA,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Micol MAJORI,ITA,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Sarah LAHTI,SWE,W,Women's 5000 Metres,Qualified by World Rankings,10229514
Gudaf TSEGAY,ETH,W,"Women's 10,000 Metres",Qualified by Wild Card,10229521
Beatrice CHEBET,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Lilian Kasait RENGERUK,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Margaret Chelimo KIPKEMBOI,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Fotyen TESFAY,ETH,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Tsigie GEBRESELAMA,ETH,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Ejgayehu TAYE,ETH,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Janeth CHEPNGETICH,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Catherine Reline AMANANG'OLE,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Aynadis MEBRATU,ETH,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Agnes Jebet NGETICH,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Loice CHEMNUNG,KEN,W,"Women's 10,000 Metres",Qualified by Entry Standard,10229521
Daisy JEPKEMEI,KAZ,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Nadia BATTOCLETTI,ITA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Francine NIYOMUKUNZI,BDI,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Weini KELATI FREZGHI,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Ririka HIRONAKA,JPN,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Megan KEITH,GBR,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Asayech AYICHEW,ETH,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Yenawa NBRET,ETH,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Karissa SCHWEIZER,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Miriam CHEBET,KEN,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Diane VAN ES,NED,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Lauren RYAN,AUS,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Senayet GETACHEW,ETH,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Parker VALBY,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Calli HAUGER-THACKERY,GBR,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Mikuni YADA,JPN,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Sarah CHELANGAT,UGA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Elise CRANNY,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Girmawit GEBRZIHAIR,ETH,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Taylor ROE,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Jana VAN LENT,BEL,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Karoline Bjerkeli GRØVDAL,NOR,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Klara LUKAN,SLO,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Rose DAVIES,AUS,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Isobel BATT-DOYLE,AUS,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Grace Loibach NAWOWUNA,KEN,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Joy CHEPTOYEK,UGA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Emily INFELD,USA,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Pamela KOSGEI,KEN,W,"Women's 10,000 Metres",Qualified by World Rankings,10229521
Nubia DE OLIVEIRA SILVA,BRA,W,"Women's 10,000 Metres",Qualified as Area Champion,10229521
Danielle WILLIAMS,JAM,W,Women's 100 Metres Hurdles,Qualified by Wild Card,10229522
Masai RUSSELL,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Tia JONES,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Grace STARK,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Ackera NUGENT,JAM,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Tobi AMUSAN,NGR,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Tonea MARSHALL,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Nadine VISSER,NED,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Alaysha JOHNSON,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Alia ARMSTRONG,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Cyréna SAMBA-MAYELA,FRA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Megan TAPPER,JAM,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Jasmine CAMACHO-QUINN,PUR,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Kendra HARRISON,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Ditaji KAMBUNDJI,SUI,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Devynne CHARLTON,BAH,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Christina CLEMONS,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Kerrica HILL,JAM,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Pia SKRZYSZOWSKA,POL,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Destiny HUVEN,USA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Mariam ABDUL-RASHID,CAN,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Marione FOURIE,RSA,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Habiba HARRIS,JAM,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Charisma TAYLOR,BAH,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Viktória FORSTER,SVK,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Maribel Vanessa CAICEDO,ECU,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Cindy SEMBER,GBR,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Amoi BROWN,JAM,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Lotta HARALA,FIN,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Maayke TJIN-A-LIM,NED,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
Sarah LAVIN,IRL,W,Women's 100 Metres Hurdles,Qualified by Entry Standard,10229522
